title,content
H – GRASP Education,"1323 The Parties agree that there shall be established a GRASP Regional 
Education Committee of thirteen (13) CNA GRASP representatives (from 
the following: SAC; S SAC; RSVL; AMC/VV; VAL; WC; OAK/RICH; 
MAN/MOD; FRESNO; HAY/FRE; RWC/SSF; SF; SRO/SRAF; SCL; SJO), 
appointed by CNA, and paid by Kaiser for 8 hours/week to work entirely 
on GRASP facility and Regional education and implementation, including 
education for new RNs, transferring RNs, updating current RNs, IRRAs 
and the purpose and functions of GRASP. Five (5) of the RNs on the 
GRASP Regional Education Committee shall be selected by CNA from 
among Charge RNs who shall utilize their ‘indirect care time’ for their 
participation in the Committee. The GRASP Regional Committee shall 
meet monthly for one day at CNA, in order to share educational 
resources, findings, techniques and successful practices. Any GRASP 
Regional Education Committee member not also serving on the Regional 
Committee of GRASP Co-Chairs shall, in addition to their GRASP Regional 
Education Committee assignment, attend and participate in the Regional 
GRASP Co-Chairs meeting. 
1324 The Regional GRASP Committee will create a GRASP New Employee 
Education Plan. The Plan will include guidelines developed by the Regional 
GRASP Committee for training new employees. New employee training 
will include, but will not be limited to, topics such as GRASP basics, how 
to calculate patient care hours (PCHs), how PCHs are used to assist in 
staffing and making assignments, purpose of inter-rater reliability audit,"
46 and responsibilities of the staff nurse and management related to,"GRASP. All new RNs will receive training during new employee unit 
orientation. Regionally developed training modules will be implemented 
in each facility. The Nurse Executive in each medical center will ensure 
that interactive GRASP training occurs for all RNs utilizing the GRASP 
system or other specialty organization/staffing criteria as a component of 
annual RN skills review. 
1325 The Regional GRASP committee will create a template for each facility 
GRASP committee to use in the development of a unit specific teaching 
manual. This GRASP manual also will be used as a part of the facility’s 
annual RN training activities. The Manual will include, but will not be 
limited to, GRASP basics, use of the unit GRASP instrument and unit 
specific patient scenarios."
I – Over/Under Utilization,"1326 At the start of a shift, if shift percentage utilization on a unit is greater than 
110%, the nurse manager will review the circumstances, discuss with unit 
Staff Nurses and take appropriate action.  Such action may include, but 
is not restricted to, implementation of essential care or addition of staff 
resources."
J – GRASP Regional Meetings,"1327 Staff Nurse Co-Chairs, GRASP Regional Education Committee members
and Management Co-Chairs shall participate in Regional GRASP 
meetings that shall be held at least four (4) times per year in the Kaiser 
Regional Offices. 
1328 Disputes under this Article may be referred solely to Article XIV"
,G – Resolution of Disputes with the PPC.
K – Orientation,"1329 As a general practice newly hired Nurses will not be counted in the regular 
staffing complement during orientation or portions thereof as designated in 
advance by the Employer; and when being precepted will share a single 
assignment with their preceptor, provided, however, that the Employer 
shall determine the duration and scope of orientation to be given based 
upon the Nurse's prior experience and/or training. Exceptions to this 
general practice may occur, provided that such exceptions shall not be 
unreasonably made. Within ninety (90) days of ratification of this 
Agreement, each facility shall, upon request, make available for review by 
the California Nurses Association its orientation practices relative to newly 
hired Nurses, and subsequently if the facility changes these practices."
L – Specialty Units and Other Areas,"1330 The Employer and the California Nurses Association recognize that Nurses 
may or may not have training and/or experience in Intensive Care Unit 
(ICU), Burn ICU, Respiratory ICU, Intensive Care Nursery (ICN), Coronary 
Care Unit (CCU), Post Anesthesia Recovery Room (PAR), Renal Dialysis, 
or in other areas where special training and/or experience may be needed. 
Except in case of emergency, Nurses without appropriate training and/or 
experience shall not be assigned to such areas. Nurses may, however, be 
assigned ICU, Burn ICU, Respiratory ICU, ICN, CCU, PAR or Renal 
Dialysis for training purposes. 
1331 In order to provide a greater number of qualified personnel for temporary 
assignment to such specialized areas, the Employer shall: 
Provide an inservice program or other program for Nurses on staff, 
Utilize a pool of Regular and Short-Hour, Temporary and Per diem 
Nurses qualified to be assigned to such units as relief."
M – Sequence of Assignment,"1332 In accordance with applicable departmental or facility policy, Travelers and 
Registry RNs shall be required to float before any other RNs in that unit must 
float. See paragraph 524, Voluntary Floating for additional information."
N – Charge Nurse Assignment,"1333 When Charge Nurses or Nurses working relief in higher classification are 
scheduled in inpatient and Emergency Departments, they shall not be 
scheduled for primary care assignments."
O – Home Health Care Level System,"1334 The Parties shall establish and agree upon a Care Level Point System which 
shall be used for the sole purpose of determining day-to-day staffing 
requirements in order to provide safe, therapeutic, quality care to Home 
Health patients. Such system is designed to predict the necessary RN 
staffing to ensure that there is sufficient staff to cover all daily home visit 
requirements for Registered Nurses functioning in the Home Health 
environment. In the event that actual patient care hours and travel time 
exceed the predicted daily schedule for an individual Home Health Nurse, 
the Nurse shall contact his/her supervisor when it becomes evident that 
her/his schedule is in jeopardy, in order to obtain assistance and relief as 
necessary to meet patient needs. See Home Health Care Level System – 
Side Letter K."
